brand,model,year,campaign_number,component,summary,report_date,consequence,remedy,manufacturer,url,merge_key,mpg_city,mpg_hwy,mpg_combined,cylinders,displ,transmission,vehicle_class,co2_gpm,fuelType,text_len,sent_neg,sent_neu,sent_pos,sent_compound
toyota,yaris,2012,18V025000,AIR BAGS:FRONTAL:PASSENGER SIDE:INFLATOR MODULE,"On January 9, 2018, Toyota Motor Engineering & Manufacturing (Toyota) notified NHTSA that they are recalling 14,585 model year 2010-2012 Yaris vehicles ever registered in the states of Alaska, Arizona, Arkansas, Colorado, Connecticut, Delaware, District of Columbia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Dakota, Tennessee, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, and Wyoming.

As of January 30, 2018, Toyota is additionally recalling 3,347 model year 2010 Pontiac Vibe vehicles located in states listed above.  Also included in this recall filing is 98,194 model year 2003-2008 Toyota Corolla Matrix vehicles, located throughout the U.S., that previously received a like-for-like interim air bag inflator replacement.

These vehicles are equipped with certain air bag inflators assembled as part of the passenger frontal air bag modules used as original equipment or replacement equipment. In the event of a crash necessitating deployment of the passenger frontal air bag, these inflators may explode due to propellant degradation occurring after long-term exposure to absolute humidity and temperature cycling.",2018-01-09,An inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death.,"Toyota will notify owners, and dealers will replace the passenger frontal air bag assemblies with an alternate inflator, free of charge.  The recall began on January 29, 2018.  Owners may contact Toyota customer service at 1-800-331-4331.  Toyota's numbers for this recall are G0R (Zone B), and H0A (Zone C), J0A (Matrix Zone A), J0A (Matrix Zone A), J0A (Matrix Zone A).",Toyota Motor Engineering & Manufacturing,EA15001,toyota_yaris_2012,29,34,31,4.0,1.5,Automatic 4-spd,Compact Cars,286.6774193548387,Regular,1380,0.032,0.946,0.023,-0.4019
toyota,yaris,2012,18V025000,AIR BAGS:FRONTAL:PASSENGER SIDE:INFLATOR MODULE,"On January 9, 2018, Toyota Motor Engineering & Manufacturing (Toyota) notified NHTSA that they are recalling 14,585 model year 2010-2012 Yaris vehicles ever registered in the states of Alaska, Arizona, Arkansas, Colorado, Connecticut, Delaware, District of Columbia, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Dakota, Tennessee, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, and Wyoming.

As of January 30, 2018, Toyota is additionally recalling 3,347 model year 2010 Pontiac Vibe vehicles located in states listed above.  Also included in this recall filing is 98,194 model year 2003-2008 Toyota Corolla Matrix vehicles, located throughout the U.S., that previously received a like-for-like interim air bag inflator replacement.

These vehicles are equipped with certain air bag inflators assembled as part of the passenger frontal air bag modules used as original equipment or replacement equipment. In the event of a crash necessitating deployment of the passenger frontal air bag, these inflators may explode due to propellant degradation occurring after long-term exposure to absolute humidity and temperature cycling.",2018-01-09,An inflator explosion may result in sharp metal fragments striking the driver or other occupants resulting in serious injury or death.,"Toyota will notify owners, and dealers will replace the passenger frontal air bag assemblies with an alternate inflator, free of charge.  The recall began on January 29, 2018.  Owners may contact Toyota customer service at 1-800-331-4331.  Toyota's numbers for this recall are G0R (Zone B), and H0A (Zone C), J0A (Matrix Zone A), J0A (Matrix Zone A), J0A (Matrix Zone A).",Toyota Motor Engineering & Manufacturing,EA15001,toyota_yaris_2012,30,36,33,4.0,1.5,Manual 5-spd,Compact Cars,269.3030303030303,Regular,1380,0.032,0.946,0.023,-0.4019
toyota,yaris,2012,17V006000,AIR BAGS:FRONTAL:PASSENGER SIDE:INFLATOR MODULE,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2012 Toyota 4Runner, Corolla, Corolla Matrix, Sienna, Yaris, Scion xB, Lexus ES350, GX460, IS-F, IS250, IS350, IS250C, IS350C, and Lexus LFA vehicles originally sold, or ever registered, in Alabama, California, Florida, Georgia, Hawaii, Louisiana, Mississippi, South Carolina, Texas, Puerto Rico, American Samoa, Guam, the Northern Mariana Islands (Saipan), and the U.S. Virgin Islands, or ""Zone A.""

Additionally, unless included in ""Zone A"" above, Toyota is recalling certain 2009 Toyota Corolla, Corolla Matrix, Yaris, Yaris HB, Scion xB, Pontiac Vibe, Lexus, ES350, IS250, IS350, and IS-F vehicles originally sold, or ever registered, in Arizona, Arkansas, Delaware, District of Columbia, Illinois, Indiana, Kansas, Kentucky, Maryland, Missouri, Nebraska, Nevada, New Jersey, New Mexico, North Carolina, Ohio, Oklahoma, Pennsylvania, Tennessee, Virginia, and West Virginia, or ""Zone B.""

Additionally, unless included in ""Zone A"" or ""Zone B"" above, Toyota is recalling certain 2006-2008 Lexus IS250 and IS350, 2007-2008 Lexus ES350, Toyota Yaris, Yaris HB, and 2008 Lexus IS-F and Scion xB vehicles originally sold, or ever registered in Alaska, Colorado, Connecticut, Idaho, Iowa, Maine, Massachusetts, Michigan, Minnesota, Montana, New Hampshire, New York, North Dakota, Oregon, Rhode Island, South Dakota, Utah, Vermont, Washington, Wisconsin and Wyoming.

These vehicles are equipped with certain air bag inflators assembled as part of the passenger frontal air bag modules used as original equipment or replacement equipment.  In the event of a crash necessitating deployment of the passenger frontal air bag, these inflators may rupture due to propellant degradation occurring after long-term exposure to absolute humidity and temperature cycling.",2017-01-09,An inflator rupture may result in metal fragments striking the vehicle occupants resulting in serious injury or death.,"Toyota will notify the Toyota, Scion and Lexus owners.  General Motors will contact the Pontiac owners.  Depending on the model, dealers will replace the passenger frontal air bag inflator or the air bag assembly, free of charge.  The recall began on February 1, 2017.  Owners may contact Toyota customer service at 1-800-331-4331, or Pontiac customer service at 1-800-762-2737.  Toyota's numbers for final remedy for this campaign are G0P (Toyota Zone A), G0R (Toyota Zone B), H0A (Toyota Zone C), GLG (Lexus Zone A), GLH (Lexus Zone B) and HLA (Lexus Zone C).",Toyota Motor Engineering & Manufacturing,EA15001,toyota_yaris_2012,29,34,31,4.0,1.5,Automatic 4-spd,Compact Cars,286.6774193548387,Regular,1834,0.023,0.937,0.04,0.3818
toyota,yaris,2012,17V006000,AIR BAGS:FRONTAL:PASSENGER SIDE:INFLATOR MODULE,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2012 Toyota 4Runner, Corolla, Corolla Matrix, Sienna, Yaris, Scion xB, Lexus ES350, GX460, IS-F, IS250, IS350, IS250C, IS350C, and Lexus LFA vehicles originally sold, or ever registered, in Alabama, California, Florida, Georgia, Hawaii, Louisiana, Mississippi, South Carolina, Texas, Puerto Rico, American Samoa, Guam, the Northern Mariana Islands (Saipan), and the U.S. Virgin Islands, or ""Zone A.""

Additionally, unless included in ""Zone A"" above, Toyota is recalling certain 2009 Toyota Corolla, Corolla Matrix, Yaris, Yaris HB, Scion xB, Pontiac Vibe, Lexus, ES350, IS250, IS350, and IS-F vehicles originally sold, or ever registered, in Arizona, Arkansas, Delaware, District of Columbia, Illinois, Indiana, Kansas, Kentucky, Maryland, Missouri, Nebraska, Nevada, New Jersey, New Mexico, North Carolina, Ohio, Oklahoma, Pennsylvania, Tennessee, Virginia, and West Virginia, or ""Zone B.""

Additionally, unless included in ""Zone A"" or ""Zone B"" above, Toyota is recalling certain 2006-2008 Lexus IS250 and IS350, 2007-2008 Lexus ES350, Toyota Yaris, Yaris HB, and 2008 Lexus IS-F and Scion xB vehicles originally sold, or ever registered in Alaska, Colorado, Connecticut, Idaho, Iowa, Maine, Massachusetts, Michigan, Minnesota, Montana, New Hampshire, New York, North Dakota, Oregon, Rhode Island, South Dakota, Utah, Vermont, Washington, Wisconsin and Wyoming.

These vehicles are equipped with certain air bag inflators assembled as part of the passenger frontal air bag modules used as original equipment or replacement equipment.  In the event of a crash necessitating deployment of the passenger frontal air bag, these inflators may rupture due to propellant degradation occurring after long-term exposure to absolute humidity and temperature cycling.",2017-01-09,An inflator rupture may result in metal fragments striking the vehicle occupants resulting in serious injury or death.,"Toyota will notify the Toyota, Scion and Lexus owners.  General Motors will contact the Pontiac owners.  Depending on the model, dealers will replace the passenger frontal air bag inflator or the air bag assembly, free of charge.  The recall began on February 1, 2017.  Owners may contact Toyota customer service at 1-800-331-4331, or Pontiac customer service at 1-800-762-2737.  Toyota's numbers for final remedy for this campaign are G0P (Toyota Zone A), G0R (Toyota Zone B), H0A (Toyota Zone C), GLG (Lexus Zone A), GLH (Lexus Zone B) and HLA (Lexus Zone C).",Toyota Motor Engineering & Manufacturing,EA15001,toyota_yaris_2012,30,36,33,4.0,1.5,Manual 5-spd,Compact Cars,269.3030303030303,Regular,1834,0.023,0.937,0.04,0.3818
toyota,yaris,2012,15V134000,STRUCTURE,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2012-2015 Yaris vehicles manufactured August 31, 2011, to February 9, 2015, and sold or registered in Puerto Rico. The affected vehicles may have been manufactured with a roof headliner that does not provide the proper occupant protection in the event of a crash.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) No. 201, "" Occupant Protection in Interior Impact.""",2015-03-09,"If the vehicles are equipped with a headliner that does not meet the impact requirements, there is an increased risk of occupantl injury in the event of a crash.","Toyota will notify owners, and dealers will replace the headliner, free of charge. The recall began on June 22, 2015.  Owners may contact Toyota customer service at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_yaris_2012,29,34,31,4.0,1.5,Automatic 4-spd,Compact Cars,286.6774193548387,Regular,508,0.119,0.822,0.058,-0.6249
toyota,yaris,2012,15V134000,STRUCTURE,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2012-2015 Yaris vehicles manufactured August 31, 2011, to February 9, 2015, and sold or registered in Puerto Rico. The affected vehicles may have been manufactured with a roof headliner that does not provide the proper occupant protection in the event of a crash.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) No. 201, "" Occupant Protection in Interior Impact.""",2015-03-09,"If the vehicles are equipped with a headliner that does not meet the impact requirements, there is an increased risk of occupantl injury in the event of a crash.","Toyota will notify owners, and dealers will replace the headliner, free of charge. The recall began on June 22, 2015.  Owners may contact Toyota customer service at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_yaris_2012,30,36,33,4.0,1.5,Manual 5-spd,Compact Cars,269.3030303030303,Regular,508,0.119,0.822,0.058,-0.6249
toyota,yaris,2012,13V292000,STEERING:ELECTRIC POWER ASSIST SYSTEM,"Toyota is recalling certain model year 2012 Yaris vehicles manufactured August 21, 2011, through August 31, 2011.  A relay in the Power Steering Control Module of the electronic power steering system could experience a short circuit due to insufficient distance between terminals in the relay and moisture contamination of relay coil windings.  A short circuit in the relay could disable power steering assistance.",2013-07-03,"If the power steering assistance shuts off, the driver may have difficulty steering the vehicle at low speeds, increasing the risk of a crash.","Toyota will notify owners, and dealers will replace the power steering control module.  The recall began on July 31, 2013.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_yaris_2012,29,34,31,4.0,1.5,Automatic 4-spd,Compact Cars,286.6774193548387,Regular,414,0.0,0.966,0.034,0.2732
toyota,yaris,2012,13V292000,STEERING:ELECTRIC POWER ASSIST SYSTEM,"Toyota is recalling certain model year 2012 Yaris vehicles manufactured August 21, 2011, through August 31, 2011.  A relay in the Power Steering Control Module of the electronic power steering system could experience a short circuit due to insufficient distance between terminals in the relay and moisture contamination of relay coil windings.  A short circuit in the relay could disable power steering assistance.",2013-07-03,"If the power steering assistance shuts off, the driver may have difficulty steering the vehicle at low speeds, increasing the risk of a crash.","Toyota will notify owners, and dealers will replace the power steering control module.  The recall began on July 31, 2013.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_yaris_2012,30,36,33,4.0,1.5,Manual 5-spd,Compact Cars,269.3030303030303,Regular,414,0.0,0.966,0.034,0.2732
toyota,avalon,2013,15V728000,FORWARD COLLISION AVOIDANCE: CRASH IMMINENT BRAKING,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2013-2015 Avalon and Avalon Hybrid vehicles manufactured October 19, 2012 to October 27, 2015 and 2013-2015 Lexus ES350 and ES300h vehicles manufactured June 18, 2012 to July 6, 2015.  The affected vehicles are equipped with a Pre-Collision System (PCS) as optional equipment.  In these vehicles, the PCS may unexpectedly activate and apply the brakes when the radar detects a steel joint or plate in the roadway as an object.",2015-11-03,A vehicle that unexpectedly brakes increases the risk of a crash.,"Toyota will notify owners, and dealers will replace certain PCS components, free of charge.  The recall began on July 28, 2016.  Owners may contact Toyota at 1-888-270-9371.  Toyota's numbers for this campaign are F1V and F2E.",Toyota Motor Engineering & Manufacturing,,toyota_avalon_2013,21,30,24,6.0,3.5,Automatic (S6),Midsize Cars,365.0,Regular,508,0.02,0.953,0.027,0.128
toyota,avalon,2013,15V728000,FORWARD COLLISION AVOIDANCE: CRASH IMMINENT BRAKING,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2013-2015 Avalon and Avalon Hybrid vehicles manufactured October 19, 2012 to October 27, 2015 and 2013-2015 Lexus ES350 and ES300h vehicles manufactured June 18, 2012 to July 6, 2015.  The affected vehicles are equipped with a Pre-Collision System (PCS) as optional equipment.  In these vehicles, the PCS may unexpectedly activate and apply the brakes when the radar detects a steel joint or plate in the roadway as an object.",2015-11-03,A vehicle that unexpectedly brakes increases the risk of a crash.,"Toyota will notify owners, and dealers will replace certain PCS components, free of charge.  The recall began on July 28, 2016.  Owners may contact Toyota at 1-888-270-9371.  Toyota's numbers for this campaign are F1V and F2E.",Toyota Motor Engineering & Manufacturing,,toyota_avalon_2013,21,30,25,6.0,3.5,Automatic (S6),Midsize Cars,361.0,Regular,508,0.02,0.953,0.027,0.128
toyota,avalon,2013,13V505000,VISIBILITY:WINDSHIELD WIPER/WASHER:SWITCH/WIRING,"Toyota Motor Engineering & manufacturing North America, Inc. (Toyota) is recalling certain model year 2013-2014 Camry and Camry HV, model year 2013 Avalon and Avalon HV and model year 2014 Corolla vehicles.  In the affected vehicles, the windshield wiper switch assembly may short circuit.  As such, these vehicles fail to conform to the requirements of Federal Motor Vehicle Safety Standard, No. 104, ""Windshield Wiping and Washing Systems.""",2013-10-17,"A short circuit could cause inoperative windshield wipers, reducing driver visibility and increasing the risk of a crash.","Toyota will notify owners, and dealers will replace the wiper switch assembly, free of charge.  The recall began on November 8, 2013.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_avalon_2013,21,30,24,6.0,3.5,Automatic (S6),Midsize Cars,365.0,Regular,442,0.1,0.833,0.067,-0.34
toyota,avalon,2013,13V505000,VISIBILITY:WINDSHIELD WIPER/WASHER:SWITCH/WIRING,"Toyota Motor Engineering & manufacturing North America, Inc. (Toyota) is recalling certain model year 2013-2014 Camry and Camry HV, model year 2013 Avalon and Avalon HV and model year 2014 Corolla vehicles.  In the affected vehicles, the windshield wiper switch assembly may short circuit.  As such, these vehicles fail to conform to the requirements of Federal Motor Vehicle Safety Standard, No. 104, ""Windshield Wiping and Washing Systems.""",2013-10-17,"A short circuit could cause inoperative windshield wipers, reducing driver visibility and increasing the risk of a crash.","Toyota will notify owners, and dealers will replace the wiper switch assembly, free of charge.  The recall began on November 8, 2013.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_avalon_2013,21,30,25,6.0,3.5,Automatic (S6),Midsize Cars,361.0,Regular,442,0.1,0.833,0.067,-0.34
toyota,avalon,2013,13V442000,ELECTRICAL SYSTEM,"Toyota is recalling certain model year 2012-2013 Avalon, Avalon HV, Venza, Camry, and Camry HV vehicles.  In the affected vehicles, the drain hose for the air conditioning condenser may become clogged causing water to accumulate at the bottom of the air conditioning condenser unit housing.  The accumulated water may then leak through a seam in the housing onto the air bag control module potentially resulting in a short circuit of the module.",2013-10-17,A short circuit may cause the air bags to become disabled or inadvertently deploy.  An inadvertent airbag deployment can increase the risk of injury or the possibility of a crash.  An inoperative airbag can increase the risk of injury in a severe crash.  The power steering assist could also become inoperable resulting in increased steering effort and can increase the risk of a crash at low speeds.,"Toyota will notify owners, and dealers will seal the air conditioning condenser unit housing and install a protective cover on the airbag control module, free of charge.  The recall began on February 5, 2014.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_avalon_2013,21,30,24,6.0,3.5,Automatic (S6),Midsize Cars,365.0,Regular,445,0.055,0.917,0.029,-0.2263
toyota,avalon,2013,13V442000,ELECTRICAL SYSTEM,"Toyota is recalling certain model year 2012-2013 Avalon, Avalon HV, Venza, Camry, and Camry HV vehicles.  In the affected vehicles, the drain hose for the air conditioning condenser may become clogged causing water to accumulate at the bottom of the air conditioning condenser unit housing.  The accumulated water may then leak through a seam in the housing onto the air bag control module potentially resulting in a short circuit of the module.",2013-10-17,A short circuit may cause the air bags to become disabled or inadvertently deploy.  An inadvertent airbag deployment can increase the risk of injury or the possibility of a crash.  An inoperative airbag can increase the risk of injury in a severe crash.  The power steering assist could also become inoperable resulting in increased steering effort and can increase the risk of a crash at low speeds.,"Toyota will notify owners, and dealers will seal the air conditioning condenser unit housing and install a protective cover on the airbag control module, free of charge.  The recall began on February 5, 2014.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_avalon_2013,21,30,25,6.0,3.5,Automatic (S6),Midsize Cars,361.0,Regular,445,0.055,0.917,0.029,-0.2263
toyota,avalon,2013,20V024000,AIR BAGS: AIR BAG/RESTRAINT CONTROL MODULE,"Toyota Motor Engineering & Manufacturing  (Toyota) is recalling certain 2011-2019 Corolla, 2011-2013 Matrix, 2012-2018 Avalon, and 2013-2018 Avalon Hybrid vehicles.  During certain crashes, the air bag electronic control unit (ECU) may malfunction, possibly disabling the deployment of the air bags and/or seat belt pretensioners.",2020-01-17,"In the event of a crash, air bags and/or seat belt pretensioners that do not deploy as intended may increase the risk of injury.","Toyota will notify owners, and dealers will inspect the ECU and install a noise filter between the air bag control module and its wire harness, as necessary, free of charge.  Owners were notified of the safety risk beginning March 2, 2020.  A second letter notifying owners of the remedy repair will be mailed between March 16, 2020 and June 27, 2020.  Owners may contact Toyota customer service at 1-888-270-9371.  Toyota's numbers for this recall are 20TB03, 20TA03 and 20TA05.",Toyota Motor Engineering & Manufacturing,EA19001,toyota_avalon_2013,21,30,24,6.0,3.5,Automatic (S6),Midsize Cars,365.0,Regular,330,0.066,0.846,0.089,0.0258
toyota,avalon,2013,20V024000,AIR BAGS: AIR BAG/RESTRAINT CONTROL MODULE,"Toyota Motor Engineering & Manufacturing  (Toyota) is recalling certain 2011-2019 Corolla, 2011-2013 Matrix, 2012-2018 Avalon, and 2013-2018 Avalon Hybrid vehicles.  During certain crashes, the air bag electronic control unit (ECU) may malfunction, possibly disabling the deployment of the air bags and/or seat belt pretensioners.",2020-01-17,"In the event of a crash, air bags and/or seat belt pretensioners that do not deploy as intended may increase the risk of injury.","Toyota will notify owners, and dealers will inspect the ECU and install a noise filter between the air bag control module and its wire harness, as necessary, free of charge.  Owners were notified of the safety risk beginning March 2, 2020.  A second letter notifying owners of the remedy repair will be mailed between March 16, 2020 and June 27, 2020.  Owners may contact Toyota customer service at 1-888-270-9371.  Toyota's numbers for this recall are 20TB03, 20TA03 and 20TA05.",Toyota Motor Engineering & Manufacturing,EA19001,toyota_avalon_2013,21,30,25,6.0,3.5,Automatic (S6),Midsize Cars,361.0,Regular,330,0.066,0.846,0.089,0.0258
toyota,avalonhybrid,2013,20V024000,AIR BAGS: AIR BAG/RESTRAINT CONTROL MODULE,"Toyota Motor Engineering & Manufacturing  (Toyota) is recalling certain 2011-2019 Corolla, 2011-2013 Matrix, 2012-2018 Avalon, and 2013-2018 Avalon Hybrid vehicles.  During certain crashes, the air bag electronic control unit (ECU) may malfunction, possibly disabling the deployment of the air bags and/or seat belt pretensioners.",2020-01-17,"In the event of a crash, air bags and/or seat belt pretensioners that do not deploy as intended may increase the risk of injury.","Toyota will notify owners, and dealers will inspect the ECU and install a noise filter between the air bag control module and its wire harness, as necessary, free of charge.  Owners were notified of the safety risk beginning March 2, 2020.  A second letter notifying owners of the remedy repair will be mailed between March 16, 2020 and June 27, 2020.  Owners may contact Toyota customer service at 1-888-270-9371.  Toyota's numbers for this recall are 20TB03, 20TA03 and 20TA05.",Toyota Motor Engineering & Manufacturing,EA19001,toyota_avalonhybrid_2013,40,39,40,4.0,2.5,Automatic (AV-S6),Midsize Cars,224.0,Regular,330,0.066,0.846,0.089,0.0258
toyota,avalonhybrid,2013,15V728000,FORWARD COLLISION AVOIDANCE: CRASH IMMINENT BRAKING,"Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain model year 2013-2015 Avalon and Avalon Hybrid vehicles manufactured October 19, 2012 to October 27, 2015 and 2013-2015 Lexus ES350 and ES300h vehicles manufactured June 18, 2012 to July 6, 2015.  The affected vehicles are equipped with a Pre-Collision System (PCS) as optional equipment.  In these vehicles, the PCS may unexpectedly activate and apply the brakes when the radar detects a steel joint or plate in the roadway as an object.",2015-11-03,A vehicle that unexpectedly brakes increases the risk of a crash.,"Toyota will notify owners, and dealers will replace certain PCS components, free of charge.  The recall began on July 28, 2016.  Owners may contact Toyota at 1-888-270-9371.  Toyota's numbers for this campaign are F1V and F2E.",Toyota Motor Engineering & Manufacturing,,toyota_avalonhybrid_2013,40,39,40,4.0,2.5,Automatic (AV-S6),Midsize Cars,224.0,Regular,508,0.02,0.953,0.027,0.128
toyota,avalonhybrid,2013,13V505000,VISIBILITY:WINDSHIELD WIPER/WASHER:SWITCH/WIRING,"Toyota Motor Engineering & manufacturing North America, Inc. (Toyota) is recalling certain model year 2013-2014 Camry and Camry HV, model year 2013 Avalon and Avalon HV and model year 2014 Corolla vehicles.  In the affected vehicles, the windshield wiper switch assembly may short circuit.  As such, these vehicles fail to conform to the requirements of Federal Motor Vehicle Safety Standard, No. 104, ""Windshield Wiping and Washing Systems.""",2013-10-17,"A short circuit could cause inoperative windshield wipers, reducing driver visibility and increasing the risk of a crash.","Toyota will notify owners, and dealers will replace the wiper switch assembly, free of charge.  The recall began on November 8, 2013.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_avalonhybrid_2013,40,39,40,4.0,2.5,Automatic (AV-S6),Midsize Cars,224.0,Regular,442,0.1,0.833,0.067,-0.34
toyota,camry,2013,13V505000,VISIBILITY:WINDSHIELD WIPER/WASHER:SWITCH/WIRING,"Toyota Motor Engineering & manufacturing North America, Inc. (Toyota) is recalling certain model year 2013-2014 Camry and Camry HV, model year 2013 Avalon and Avalon HV and model year 2014 Corolla vehicles.  In the affected vehicles, the windshield wiper switch assembly may short circuit.  As such, these vehicles fail to conform to the requirements of Federal Motor Vehicle Safety Standard, No. 104, ""Windshield Wiping and Washing Systems.""",2013-10-17,"A short circuit could cause inoperative windshield wipers, reducing driver visibility and increasing the risk of a crash.","Toyota will notify owners, and dealers will replace the wiper switch assembly, free of charge.  The recall began on November 8, 2013.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_camry_2013,25,34,28,4.0,2.5,Automatic (S6),Midsize Cars,316.0,Regular,442,0.1,0.833,0.067,-0.34
toyota,camry,2013,13V505000,VISIBILITY:WINDSHIELD WIPER/WASHER:SWITCH/WIRING,"Toyota Motor Engineering & manufacturing North America, Inc. (Toyota) is recalling certain model year 2013-2014 Camry and Camry HV, model year 2013 Avalon and Avalon HV and model year 2014 Corolla vehicles.  In the affected vehicles, the windshield wiper switch assembly may short circuit.  As such, these vehicles fail to conform to the requirements of Federal Motor Vehicle Safety Standard, No. 104, ""Windshield Wiping and Washing Systems.""",2013-10-17,"A short circuit could cause inoperative windshield wipers, reducing driver visibility and increasing the risk of a crash.","Toyota will notify owners, and dealers will replace the wiper switch assembly, free of charge.  The recall began on November 8, 2013.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_camry_2013,21,30,25,6.0,3.5,Automatic (S6),Midsize Cars,361.0,Regular,442,0.1,0.833,0.067,-0.34
toyota,camry,2013,13V442000,ELECTRICAL SYSTEM,"Toyota is recalling certain model year 2012-2013 Avalon, Avalon HV, Venza, Camry, and Camry HV vehicles.  In the affected vehicles, the drain hose for the air conditioning condenser may become clogged causing water to accumulate at the bottom of the air conditioning condenser unit housing.  The accumulated water may then leak through a seam in the housing onto the air bag control module potentially resulting in a short circuit of the module.",2013-10-17,A short circuit may cause the air bags to become disabled or inadvertently deploy.  An inadvertent airbag deployment can increase the risk of injury or the possibility of a crash.  An inoperative airbag can increase the risk of injury in a severe crash.  The power steering assist could also become inoperable resulting in increased steering effort and can increase the risk of a crash at low speeds.,"Toyota will notify owners, and dealers will seal the air conditioning condenser unit housing and install a protective cover on the airbag control module, free of charge.  The recall began on February 5, 2014.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_camry_2013,25,34,28,4.0,2.5,Automatic (S6),Midsize Cars,316.0,Regular,445,0.055,0.917,0.029,-0.2263
toyota,camry,2013,13V442000,ELECTRICAL SYSTEM,"Toyota is recalling certain model year 2012-2013 Avalon, Avalon HV, Venza, Camry, and Camry HV vehicles.  In the affected vehicles, the drain hose for the air conditioning condenser may become clogged causing water to accumulate at the bottom of the air conditioning condenser unit housing.  The accumulated water may then leak through a seam in the housing onto the air bag control module potentially resulting in a short circuit of the module.",2013-10-17,A short circuit may cause the air bags to become disabled or inadvertently deploy.  An inadvertent airbag deployment can increase the risk of injury or the possibility of a crash.  An inoperative airbag can increase the risk of injury in a severe crash.  The power steering assist could also become inoperable resulting in increased steering effort and can increase the risk of a crash at low speeds.,"Toyota will notify owners, and dealers will seal the air conditioning condenser unit housing and install a protective cover on the airbag control module, free of charge.  The recall began on February 5, 2014.  Owners may contact Toyota at 1-800-331-4331.",Toyota Motor Engineering & Manufacturing,,toyota_camry_2013,21,30,25,6.0,3.5,Automatic (S6),Midsize Cars,361.0,Regular,445,0.055,0.917,0.029,-0.2263
